-7.62,0.9144,0.0255016691887
-7.3152,0.9144,0.0275840357711
-7.0104,0.9144,0.0299284254221
-6.7056,0.9144,0.0325800126632
-6.4008,0.9144,0.0355939796576
-6.096,0.9144,0.0390382522315
-5.7912,0.9144,0.0429971340574
-5.4864,0.9144,0.0475761863087
-5.1816,0.9144,0.0529088562706
-4.8768,0.9144,0.0591655956655
-4.572,0.9144,0.0665665764571
-4.2672,0.9144,0.0753996912189
-3.9624,0.9144,0.086046461424
-3.6576,0.9144,0.099020033054
-3.3528,0.9144,0.115022114343
-3.048,0.9144,0.135030507989
-2.7432,0.9144,0.160437955951
-2.4384,0.9144,0.193281293116
-2.1336,0.9144,0.236639741683
-1.8288,0.9144,0.295376131091
-1.524,0.9144,0.377644521484
-1.2192,0.9144,0.498315715207
-0.9144,0.9144,0.687815131518
-0.6096,0.9144,1.01756646435
-0.3048,0.9144,1.65647819178
0.0,0.9144,2.36639741683
0.3048,0.9144,1.65647819178
0.6096,0.9144,1.01756646435
0.9144,0.9144,0.687815131518
1.2192,0.9144,0.498315715207
1.524,0.9144,0.377644521484
1.8288,0.9144,0.295376131091
2.1336,0.9144,0.236639741683
2.4384,0.9144,0.193281293116
2.7432,0.9144,0.160437955951
3.048,0.9144,0.135030507989
3.3528,0.9144,0.115022114343
3.6576,0.9144,0.099020033054
3.9624,0.9144,0.086046461424
4.2672,0.9144,0.0753996912189
4.572,0.9144,0.0665665764571
4.8768,0.9144,0.0591655956655
5.1816,0.9144,0.0529088562706
5.4864,0.9144,0.0475761863087
5.7912,0.9144,0.0429971340574
6.096,0.9144,0.0390382522315
6.4008,0.9144,0.0355939796576
6.7056,0.9144,0.0325800126632
7.0104,0.9144,0.0299284254221
7.3152,0.9144,0.0275840357711
7.62,0.9144,0.0255016691887
