-25,3.0,3.48028953437,2.81347862411
-24,3.0,3.62801728507,2.90606573559
-23,3.0,3.7805069161,2.99374984089
-22,3.0,3.93734136107,3.07486673717
-21,3.0,4.09798066265,3.14761952891
-20,3.0,4.26175286785,3.21002748974
-19,3.0,4.42784832589,3.26006035218
-18,3.0,4.59531859706,3.29562671142
-17,3.0,4.76308111913,3.31468146921
-16,3.0,4.929930557,3.31526635544
-15,3.0,5.09459579267,3.2956856568
-14,3.0,5.25570833825,3.25447958211
-13,3.0,5.41185457795,3.19065094271
-12,3.0,5.56163704417,3.10365743155
-11,3.0,5.70374738773,2.99360326346
-10,3.0,8.27259080698,2.86119154531
-9,3.0,17.6117534701,2.70791736502
-8,3.0,17.6914636426,2.53596384055
-7,3.0,17.7488625318,2.34832592113
-6,3.0,17.7842878665,2.14879271891
-5,3.0,17.7982748442,1.94194790511
-4,3.0,17.7915072299,1.7331851989
-3,3.0,17.7647716931,1.52855432361
-2,3.0,17.7190895983,1.33444955249
-1,3.0,17.6554711586,1.15694553479
0,3.0,14.3094859817,1.00174030514
1,3.0,17.6555330856,1.15694452638
2,3.0,17.7190516716,1.33444639678
3,3.0,17.7647862969,1.52854960601
4,3.0,17.7914390809,1.73318873517
5,3.0,17.7982808791,1.94195266243
6,3.0,17.7843349024,2.14878468474
7,3.0,17.7488997507,2.34832464749
8,3.0,17.6914483153,2.53596374331
9,3.0,17.6116899306,2.70791826371
10,3.0,8.27261289378,2.86120318284
11,3.0,5.70375467999,2.99360147331
12,3.0,5.56165690261,3.1036663983
13,3.0,5.41184262859,3.19065350978
14,3.0,5.25570875336,3.25448781633
15,3.0,5.09459182145,3.29569368763
16,3.0,4.92994004926,3.31527888849
17,3.0,4.76307238432,3.31467571694
18,3.0,4.59530203027,3.29561291667
19,3.0,4.42784920752,3.26005013197
20,3.0,4.26176334949,3.21003074617
21,3.0,4.09799442273,3.14761114711
22,3.0,3.93735341735,3.07487926127
23,3.0,3.78051344146,2.9937569772
24,3.0,3.6280154328,2.90607326808
25,3.0,3.48027727739,2.81349043431
