-25,3.0,0.270933385421
-24,3.0,0.290076005555
-23,3.0,0.310562469504
-22,3.0,0.332436605939
-21,3.0,0.355726587826
-20,3.0,0.380439405208
-19,3.0,0.406554404879
-18,3.0,0.4340159775
-17,3.0,0.462725606568
-16,3.0,0.492533676765
-15,3.0,0.523231669535
-14,3.0,0.554545635757
-13,3.0,0.586132092823
-12,3.0,0.617577684752
-11,3.0,0.648403982833
-10,3.0,0.678078593034
-9,3.0,0.7060331945
-8,3.0,0.731688241422
-7,3.0,0.754482904343
-6,3.0,0.773907620908
-5,3.0,0.789535684233
-4,3.0,0.801049943711
-3,3.0,0.808261133682
-2,3.0,0.811115557471
-1,3.0,0.809691562405
0,3.0,0.804186005382
1,3.0,0.794893286429
2,3.0,0.782180234503
3,3.0,0.766460114113
4,3.0,0.748168438681
5,3.0,0.72774239102
6,3.0,0.705604726925
7,3.0,0.682152263655
8,3.0,0.657748521184
9,3.0,0.632719796404
10,3.0,0.607353862966
11,3.0,0.581900536744
12,3.0,0.556573466557
13,3.0,0.531552653923
14,3.0,0.50698734341
15,3.0,0.48299904089
16,3.0,0.459684505552
17,3.0,0.437118624283
18,3.0,0.415357118661
19,3.0,0.394439060578
20,3.0,0.374389187588
21,3.0,0.355220017372
22,3.0,0.336933765071
23,3.0,0.319524069666
24,3.0,0.302977536998
25,3.0,0.287275108137
